d,tube_stops_d,car_prob_d
"116.75,40.14",0,1
"116.52,39.68",0,0
"116.42,40.09",0,0
"116.64,40.26",0,0
"116.46,40.68",0,9
"116.82,40.13",0,0
"116.44,39.56",0,1
"116.02,40.42",0,2
"115.98,40.51",0,1
"116.56,40.20",0,0
"116.44,40.17",0,0
"116.19,40.16",0,0
"116.31,39.50",0,0
"115.53,39.78",0,0
"116.54,40.12",0,8
"116.44,39.75",0,2
"115.94,39.79",0,5
"116.07,39.81",0,2
"116.29,39.61",0,0
"116.53,40.05",0,1
"116.69,39.62",0,0
"116.29,40.12",0,0
"116.16,40.19",0,0
"116.66,40.27",0,0
"116.29,40.24",0,0
"116.45,39.76",0,6
"116.74,40.12",0,1
"116.64,40.20",0,4
"116.45,39.62",0,1
"116.79,39.76",0,0
"116.73,39.80",0,0
"116.75,40.37",0,0
"116.16,39.85",0,0
"117.10,40.09",0,4
"116.62,39.93",0,9
"116.34,39.66",0,2
"116.74,40.16",0,0
"116.19,40.20",0,1
"116.21,40.18",0,0
"116.51,40.18",0,8
"116.21,39.82",0,8
"116.69,39.81",0,0
"116.03,39.72",0,10
"116.30,39.77",0,5
"116.29,39.62",0,2
"115.92,39.65",0,1
"116.83,40.05",0,0
"116.68,40.32",0,4
"116.71,39.83",0,2
"116.62,39.62",0,3
"116.07,40.14",0,0
"116.48,39.74",0,0
"116.25,40.28",0,0
"116.62,40.31",0,83
"116.67,40.06",0,2
"116.82,40.54",0,6
"116.08,40.10",0,4
"116.75,39.84",0,0
"116.87,40.20",0,0
"116.30,39.67",0,0
"116.70,40.37",0,2
"116.45,39.67",0,7
"116.52,40.39",0,0
"116.30,40.20",0,1
"116.00,39.67",0,0
"116.60,39.74",0,0
"116.58,40.02",0,0
"116.49,39.68",0,0
"116.58,39.88",0,0
"116.40,39.62",0,0
"116.23,40.12",0,4
"116.66,39.66",0,0
"117.08,40.13",0,0
"116.41,39.64",0,4
"116.57,39.77",0,5
"115.90,40.38",0,1
"116.21,40.17",0,5
"116.33,40.23",0,0
"116.54,40.06",0,39
"116.11,39.61",0,1
"116.61,40.21",0,1
"116.56,39.83",0,0
"116.72,39.74",0,0
"116.55,40.02",0,17
"116.65,40.16",0,3
"116.73,40.18",0,0
"116.59,40.24",0,0
"115.99,39.67",0,0
"116.10,39.69",0,1
"116.40,39.73",0,0
"116.15,40.11",0,0
"116.72,39.80",0,1
"116.13,39.82",0,0
"116.60,40.07",0,0
"116.67,39.74",0,0
"116.11,39.65",0,2
"116.44,40.26",0,2
"116.68,39.72",0,2
"116.59,39.65",0,0
"117.12,40.17",0,0
"116.71,39.77",0,1
"115.96,39.93",0,0
"116.66,40.01",0,0
"115.84,40.45",0,0
"116.17,40.22",0,0
"116.72,39.87",0,3
"116.37,39.72",0,8
"116.10,39.85",0,0
"116.11,39.81",0,2
"116.38,40.21",0,2
"116.27,39.73",0,0
"116.71,39.79",0,0
"115.97,40.35",0,1
"116.35,40.24",0,2
"116.71,40.11",0,0
"115.74,39.73",0,0
"116.16,40.24",0,8
"115.72,39.83",0,15
"115.96,40.49",0,0
"116.41,39.76",0,10
"116.06,39.63",0,1
"116.57,39.69",0,3
"116.83,40.47",0,2
"116.31,39.80",0,3
"116.30,40.12",0,0
"116.06,40.17",0,2
"117.20,40.20",0,1
"116.88,40.47",0,2
"117.18,40.12",0,1
"116.09,40.21",0,0
"116.68,39.79",0,1
"116.56,39.84",0,1
"116.45,40.10",0,0
"116.10,39.66",0,0
"115.99,39.99",0,0
"116.95,40.15",0,0
"117.15,40.24",0,12
"116.62,39.74",0,0
"116.32,40.38",0,0
"116.82,40.33",0,1
"116.76,39.67",0,0
"116.06,39.81",0,0
"116.20,39.66",0,8
"116.56,40.09",0,9
"116.39,40.33",0,0
"116.09,40.01",0,0
"115.96,40.39",0,0
"116.30,40.14",0,4
"116.08,39.71",0,4
"116.41,39.69",0,0
"116.03,39.58",0,0
"116.40,40.22",0,0
"117.17,40.15",0,0
"116.14,40.05",0,0
"116.07,40.27",0,2
"116.55,40.41",0,20
"116.37,39.56",0,0
"116.87,39.72",0,4
"116.40,39.63",0,0
"116.10,39.65",0,0
"116.66,40.14",0,19
"116.09,39.83",0,0
"116.74,39.83",0,0
"116.33,40.24",0,0
"116.54,39.84",0,7
"116.61,40.18",0,1
"116.71,39.84",0,4
"117.12,40.12",0,0
"116.22,40.24",0,3
"116.88,40.09",0,0
"116.15,39.78",0,0
"116.74,39.86",0,1
"115.83,40.05",0,0
"116.57,40.14",0,1
"116.54,40.23",0,0
"116.83,39.78",0,0
"116.67,39.84",0,11
"116.65,40.01",0,0
"116.11,40.04",0,7
"116.78,39.78",0,1
"116.57,40.22",0,0
"116.66,39.94",0,7
"116.19,40.09",0,2
"116.23,40.33",0,0
"116.95,40.56",0,0
"116.14,40.18",0,0
"116.39,39.65",0,0
"116.25,40.31",0,2
"116.12,39.58",0,0
"116.43,40.11",0,4
"115.86,39.69",0,0
"116.20,39.74",0,0
"116.59,39.82",0,5
"116.85,40.35",0,7
"116.15,40.03",0,0
"117.21,40.34",0,0
"116.12,39.75",0,91
"116.44,40.09",0,4
"116.01,40.07",0,0
"116.14,39.94",0,2
"116.53,40.16",0,0
"116.36,40.26",0,0
"116.63,40.22",0,0
"116.49,39.69",0,0
"116.52,40.14",0,0
"116.04,40.15",0,0
"116.19,39.88",0,0
"117.15,40.14",0,0
"116.47,39.58",0,0
"116.52,40.04",0,16
"116.32,40.16",0,2
"117.02,40.24",0,1
"116.71,39.70",0,0
"116.51,39.62",0,0
"116.47,39.61",0,1
"116.51,39.70",0,0
"115.99,39.72",0,3
"116.51,40.37",0,0
"116.67,40.53",0,11
"116.14,40.20",0,2
"116.92,40.15",0,0
"116.04,40.32",0,2
"116.43,39.65",0,0
"115.98,39.74",0,6
"116.53,40.15",0,3
"116.67,39.80",0,0
"116.71,40.10",0,1
"115.98,40.34",0,6
"116.76,39.83",0,4
"116.68,40.28",0,4
"116.03,39.61",0,2
"116.82,40.27",0,0
"116.08,39.58",0,0
"115.94,39.62",0,20
"116.83,40.18",0,0
"116.42,40.17",0,2
"116.71,39.85",0,7
"116.31,40.14",0,0
"116.98,40.45",0,0
"116.34,40.10",0,4
"116.78,39.84",0,0
"116.21,39.87",0,6
"116.37,40.20",0,0
"116.61,40.27",0,6
"116.55,40.23",0,0
"116.23,40.55",0,0
"116.36,40.37",0,7
"116.26,40.27",0,0
"116.37,40.22",0,0
"116.18,39.65",0,0
"116.19,40.08",0,2
"116.29,40.16",0,0
"116.16,40.15",0,0
"117.05,40.15",0,0
"116.45,40.05",0,2
"117.07,40.15",0,2
"116.59,40.30",0,0
"116.81,40.51",0,7
"117.17,40.13",0,8
"115.98,39.64",0,0
"116.36,39.55",0,0
"116.80,40.36",0,21
"116.05,40.22",0,0
"116.80,40.18",0,0
"116.43,39.71",0,0
"116.01,39.90",0,0
"116.59,40.20",0,0
"115.95,40.44",0,0
"116.11,39.62",0,0
"116.43,40.38",0,0
"116.31,39.53",0,0
"116.10,40.09",0,0
"116.64,39.64",0,0
"116.65,39.71",0,0
"116.64,39.73",0,0
"116.75,40.23",0,0
"115.91,39.74",0,2
"116.89,39.74",0,0
"116.82,39.68",0,0
"116.19,40.23",0,18
"116.07,40.21",0,0
"116.09,40.45",0,2
"116.89,40.37",0,3
"116.10,40.27",0,3
"116.70,40.08",0,2
"116.78,39.63",0,0
"116.27,40.19",0,3
"116.83,40.21",0,0
"116.24,39.72",0,2
"116.41,40.15",0,10
"116.44,39.70",0,2
"116.76,39.82",0,9
"116.32,40.22",0,2
"116.39,40.07",0,10
"116.39,40.24",0,1
"116.01,39.72",0,1
"116.82,40.38",0,38
"116.12,40.62",0,0
"116.42,39.70",0,0
"116.40,39.67",0,3
"116.75,40.13",0,5
"116.12,40.11",0,0
"116.29,39.73",0,2
"116.67,39.98",0,1
"116.10,40.00",0,3
"116.15,39.85",0,0
"116.13,39.79",0,0
"116.45,40.04",0,4
"116.14,40.26",0,0
"116.17,39.80",0,3
"116.41,39.57",0,0
"116.78,39.73",0,0
"116.71,40.28",0,0
"116.38,40.24",0,3
"116.80,39.75",0,0
"115.92,39.71",0,2
"115.48,39.99",0,2
"116.15,39.66",0,2
"117.06,40.18",0,0
"116.15,39.86",0,8
"116.64,40.01",0,0
"116.21,40.05",0,0
"116.80,40.51",0,0
"116.53,39.73",0,0
"116.59,40.37",0,0
"116.23,40.10",0,4
"116.06,40.18",0,0
"116.07,40.53",0,2
"116.16,40.52",0,10
"116.64,40.10",0,2
"116.14,40.12",0,0
"116.62,40.05",0,43
"116.51,40.12",0,2
"116.69,40.67",0,0
"116.14,39.69",0,21
"116.23,39.79",0,0
"116.42,39.46",0,0
"116.85,39.68",0,1
"115.98,39.61",0,0
"115.85,39.64",0,0
"116.37,39.65",0,0
"116.13,39.77",0,0
"116.74,40.05",0,0
"115.86,39.56",0,3
"117.09,40.32",0,0
"116.38,39.70",0,0
"116.59,39.81",0,0
"116.40,39.61",0,1
"116.45,40.28",0,0
"116.09,40.11",0,7
"116.59,39.71",0,0
"117.25,40.65",0,7
"116.28,40.07",0,2
"117.22,40.17",0,0
"116.01,40.53",0,31
"116.58,40.23",0,0
"116.15,39.70",0,1
"116.86,40.23",0,6
"116.19,39.70",0,0
"116.07,39.93",0,0
"116.54,40.43",0,2
"116.12,39.59",0,0
"116.33,40.14",0,2
"116.47,40.06",0,2
"116.04,39.62",0,1
"116.81,40.13",0,0
"115.77,40.00",0,2
"116.69,40.08",0,6
"116.15,40.57",0,0
"116.67,39.66",0,10
"116.59,39.87",0,3
"116.53,39.70",0,0
"116.42,39.54",0,1
"116.98,40.26",0,12
"116.69,40.18",0,0
"116.79,40.33",0,0
"116.25,40.24",0,10
"115.99,39.77",0,2
"116.22,40.25",0,2
"116.38,40.03",0,3
"116.00,40.41",0,0
"116.26,39.69",0,0
"116.69,39.84",0,3
"116.41,40.20",0,2
"116.31,39.52",0,0
"116.65,40.19",0,0
"116.81,40.38",0,6
"116.43,39.74",0,2
"116.23,40.24",0,0
"116.72,39.97",0,0
"116.73,40.01",0,0
"116.12,39.69",0,0
"115.96,39.69",0,0
"117.02,40.13",0,2
"116.60,39.99",0,0
"116.63,40.19",0,1
"116.87,40.15",0,1
"116.84,39.71",0,0
"116.87,40.39",0,10
"115.85,40.03",0,0
"116.32,40.20",0,4
"116.71,40.19",0,0
"116.12,39.83",0,0
"116.64,39.80",0,0
"115.94,40.48",0,1
"116.10,40.06",0,8
"115.95,40.38",0,2
"116.49,40.20",0,10
"116.91,40.09",0,0
"116.21,39.71",0,0
"116.45,39.56",0,1
"116.48,40.10",0,4
"116.29,39.70",0,9
"116.52,39.69",0,0
"116.30,39.80",0,3
"116.62,40.73",0,0
"116.02,39.79",0,0
"116.22,39.76",0,0
"116.52,40.11",0,14
"116.80,40.03",0,0
"116.54,39.83",0,2
"116.60,39.86",0,0
"116.58,40.03",0,2
"116.79,40.17",0,0
"116.08,40.06",0,0
"116.51,40.46",0,0
"116.74,40.34",0,0
"116.74,40.00",0,0
"116.28,39.66",0,0
"116.11,40.13",0,2
"116.32,39.70",0,8
"116.66,40.32",0,12
"116.62,40.34",0,20
"116.89,40.12",0,0
"116.26,39.97",0,0
"116.49,40.15",0,1
"116.52,40.09",0,0
"116.08,39.94",0,17
"116.08,40.40",0,0
"115.97,40.37",0,0
"116.75,39.94",0,0
"116.32,40.17",0,13
"115.97,39.80",0,0
"116.06,39.60",0,6
"115.99,40.49",0,0
"116.18,39.70",0,0
"116.52,39.67",0,2
"116.84,40.40",0,13
"116.26,40.18",0,0
"116.23,39.99",0,3
"116.04,39.99",0,0
"116.51,40.19",0,0
"116.66,40.48",0,4
"116.37,39.66",0,0
"116.41,40.21",0,2
"115.97,39.68",0,2
"116.26,39.80",0,0
"116.26,39.77",0,6
"116.22,39.74",0,0
"116.06,39.72",0,3
"116.43,40.18",0,0
"116.83,39.68",0,1
"116.79,39.82",0,1
"116.78,39.79",0,2
"116.55,40.28",0,0
"116.17,40.00",0,0
"116.11,40.22",0,2
"116.37,40.21",0,0
"116.78,39.67",0,2
"116.05,39.98",0,2
"116.18,40.17",0,1
"116.39,40.19",0,0
"116.55,40.24",0,0
"116.01,40.21",0,0
"116.10,39.79",0,0
"116.72,40.13",0,1
"116.73,40.08",0,4
"116.97,40.57",0,0
"116.63,39.62",0,0
"116.48,39.56",0,2
"117.08,40.14",0,2
"116.43,39.52",0,0
"115.89,39.66",0,2
"116.05,40.56",0,0
"116.36,40.19",0,2
"116.42,40.20",0,0
"116.44,40.14",0,4
"116.54,40.19",0,0
"116.93,40.43",0,0
"116.38,40.12",0,4
"116.22,40.16",0,0
"116.60,40.14",0,3
"116.22,39.69",0,0
"116.66,39.83",0,6
"116.26,39.72",0,0
"116.53,40.21",0,1
"116.12,39.68",0,0
"116.60,39.82",0,0
"116.10,39.68",0,0
"116.13,40.16",0,0
"116.28,40.26",0,10
"117.13,40.27",0,0
"116.53,39.68",0,0
"116.33,39.64",0,0
"116.27,39.63",0,0
"116.17,39.65",0,0
"116.19,39.72",0,8
"116.11,39.64",0,0
"116.64,40.38",0,14
"116.48,40.47",0,2
"116.70,39.80",0,0
"116.35,40.12",0,9
"116.60,40.30",0,4
"116.22,39.75",0,0
"115.77,39.60",0,2
"116.22,40.30",0,2
"116.13,39.80",0,0
"116.23,40.26",0,2
"116.19,39.79",0,2
"116.82,39.71",0,2
"116.43,39.62",0,0
"116.92,40.40",0,1
"115.55,39.70",0,0
"116.62,39.71",0,9
"116.53,39.79",0,0
"116.08,39.75",0,0
"116.82,40.08",0,0
"116.62,39.66",0,0
"117.00,40.08",0,0
"116.10,39.88",0,7
"115.85,40.48",0,0
"116.71,40.41",0,0
"116.70,39.99",0,3
"116.31,40.16",0,3
"116.21,39.96",0,3
"117.11,40.16",0,8
"116.73,39.86",0,0
"116.52,39.83",0,8
"116.31,40.13",0,0
"117.05,40.40",0,0
"115.83,40.12",0,0
"116.77,39.67",0,6
"115.93,39.81",0,0
"116.20,40.21",0,16
"115.56,40.01",0,0
"116.21,40.57",0,0
"116.87,39.69",0,0
"116.18,40.13",0,0
"116.94,40.38",0,0
"116.16,39.84",0,0
"116.00,39.69",0,2
"116.16,39.83",0,2
"116.07,39.59",0,0
"116.62,40.27",0,9
"116.77,40.06",0,0
"116.40,40.46",0,0
"115.87,39.67",0,0
"116.45,39.74",0,5
"116.67,40.30",0,3
"116.64,39.85",0,4
"116.05,39.62",0,0
"116.57,39.78",0,2
"116.28,40.20",0,0
"117.09,40.30",0,2
"116.31,40.20",0,2
"116.65,40.37",0,2
"116.07,40.18",0,0
"116.67,40.00",0,0
"116.11,39.79",0,6
"116.01,39.59",0,2
"116.69,40.26",0,0
"116.48,39.68",0,0
"115.91,39.62",0,1
"116.62,40.12",0,17
"116.83,39.81",0,7
"116.60,39.85",0,4
"116.73,40.29",0,0
"116.77,40.07",0,1
"116.74,39.64",0,0
"116.79,40.36",0,22
"116.14,40.17",0,4
"116.27,39.69",0,3
"116.21,39.89",0,4
"116.20,40.28",0,0
"116.67,39.79",0,0
"116.49,40.24",0,1
"116.86,40.33",0,2
"116.42,39.77",0,4
"116.56,40.22",0,0
"116.93,40.56",0,0
"116.20,39.77",0,4
"116.80,39.70",0,0
"117.03,40.14",0,1
"116.70,39.90",1,10
"116.35,40.20",0,0
"116.19,40.26",0,0
"116.97,40.17",0,0
"115.58,39.65",0,0
"116.42,39.67",0,2
"117.37,40.66",0,0
"116.53,39.69",0,0
"116.61,39.99",0,0
"116.03,39.88",0,1
"117.21,40.33",0,2
"117.25,40.21",0,8
"116.13,39.91",1,0
"116.84,40.39",0,12
"116.77,39.62",0,0
"116.81,39.62",0,0
"116.69,39.97",0,1
"116.41,39.62",0,1
"117.19,40.17",0,18
"116.39,39.56",0,0
"116.42,40.18",0,1
"116.42,40.29",0,1
"116.71,39.87",0,0
"116.82,39.79",0,0
"116.79,40.25",0,0
"115.90,39.62",0,0
"116.29,39.51",0,11
"116.86,40.35",0,0
"116.63,40.48",0,0
"116.76,39.87",0,0
"116.17,40.02",0,0
"116.00,39.60",0,0
"117.03,40.17",0,0
"116.17,40.23",0,10
"117.24,40.66",0,6
"116.71,39.74",0,0
"116.47,40.23",0,0
"115.60,39.81",0,4
"116.96,40.37",0,0
"116.82,39.70",0,0
"116.55,40.18",0,0
"115.92,39.63",0,8
"116.34,40.20",0,2
"116.46,40.58",0,0
"115.97,40.34",0,0
"116.82,39.78",0,0
"117.01,40.10",0,1
"116.65,39.63",0,1
"115.92,39.73",0,4
"116.84,40.36",0,10
"115.92,39.75",0,0
"116.69,40.32",0,0
"116.06,39.84",0,0
"116.50,39.65",0,0
"116.34,39.65",0,0
"115.96,39.85",0,0
"117.05,40.42",0,0
"116.38,40.13",0,0
"115.89,39.57",0,7
"116.40,39.74",0,2
"116.60,39.67",0,0
"116.50,39.57",0,0
"116.71,39.99",0,1
"116.11,39.63",0,4
"116.72,40.01",0,0
"116.15,39.62",0,0
"116.19,40.40",0,0
"116.20,39.64",0,3
"116.14,40.16",0,0
"116.82,40.20",0,0
"116.19,40.21",0,0
"116.19,40.25",0,0
"116.58,40.45",0,0
"116.68,39.62",0,2
"116.95,40.14",0,0
"115.69,39.92",0,0
"116.17,39.95",0,0
"116.92,40.16",0,0
"116.99,40.04",0,0
"116.61,39.62",0,5
"117.06,40.09",0,0
"116.69,39.83",0,0
"116.08,40.39",0,2
"116.88,40.14",0,0
"116.20,40.03",0,2
"116.57,39.71",0,1
"115.79,39.88",0,0
"116.08,40.20",0,0
"116.98,40.27",0,3
"116.25,39.82",0,2
"116.27,40.29",0,2
"117.15,40.57",0,3
"116.22,40.32",0,1
"116.38,39.56",0,0
"115.99,39.68",0,0
"116.72,39.70",0,0
"116.77,40.13",0,0
"116.67,40.39",0,8
"116.18,40.20",0,1
"116.79,39.84",0,0
"116.67,40.18",0,0
"116.12,39.70",0,11
"116.94,40.44",0,0
"116.07,40.52",0,1
"116.02,39.70",0,0
"116.25,40.01",0,1
"116.59,39.95",0,4
"117.12,40.53",0,0
"116.81,40.12",0,9
"116.70,40.03",0,0
"116.40,40.23",0,0
"116.55,40.38",0,7
"116.71,40.08",0,2
"116.31,39.65",0,0
"116.08,39.80",0,0
"116.38,39.63",0,0
"116.21,39.73",0,0
"116.25,40.13",0,0
"116.20,40.15",0,0
"116.49,39.65",0,0
"116.39,39.61",0,0
"116.01,40.40",0,0
"116.60,39.83",0,0
"116.38,39.61",0,2
"116.70,40.65",0,0
"116.78,40.40",0,0
"115.80,40.46",0,0
"116.65,40.31",0,5
"116.40,40.16",0,7
"116.62,40.36",0,4
"116.60,39.75",0,0
"116.74,40.64",0,4
"116.19,40.10",0,4
"116.81,40.07",0,0
"116.66,39.84",0,20
"116.02,40.44",0,2
"116.75,40.18",0,0
"115.92,39.62",0,6
"116.43,39.79",0,0
"116.41,39.65",0,0
"116.92,40.09",0,0
"116.81,39.64",0,14
"116.15,39.89",0,5
"116.70,40.27",0,3
"116.62,40.17",0,1
"117.01,40.31",0,0
"116.62,39.65",0,1
"117.20,40.65",0,2
"116.78,40.25",0,0
"116.66,39.72",0,1
"116.87,39.78",0,0
"115.45,39.67",0,7
"116.69,40.31",0,0
"115.87,39.81",0,1
"116.71,40.17",0,1
"116.97,40.07",0,0
"116.17,39.68",0,0
"116.57,40.36",0,25
"116.67,39.68",0,0
"116.58,39.83",0,7
"116.18,39.71",0,2
"116.63,40.20",0,0
"116.17,40.13",0,0
"116.11,39.87",0,0
"115.76,39.62",0,0
"116.98,40.17",0,2
"115.89,39.62",0,0
"116.09,40.00",0,0
"115.54,39.92",0,3
"116.68,39.66",0,5
"116.58,39.64",0,0
"116.40,40.27",0,0
"116.69,39.71",0,0
"116.91,40.27",0,0
"116.65,40.22",0,2
"116.42,40.23",0,0
"116.79,40.19",0,4
"116.15,40.15",0,0
"115.92,39.61",0,0
"116.56,40.03",0,3
"115.99,39.66",0,0
"116.75,39.83",0,4
"116.85,40.20",0,0
"116.35,40.18",0,0
"116.99,40.05",0,0
"116.78,39.76",0,1
"116.88,40.20",0,0
"115.96,39.63",0,0
"116.12,39.79",0,0
"116.59,40.43",0,2
"116.20,40.36",0,0
"116.24,39.99",0,0
"116.50,40.24",0,2
"116.18,39.78",0,3
"116.70,39.79",0,0
"116.29,40.21",0,19
"116.74,39.63",0,3
"116.51,40.26",0,0
"115.81,39.55",0,1
"116.10,39.80",0,0
"116.21,40.29",0,5
"116.28,39.76",0,0
"116.75,39.87",0,0
"116.64,39.99",0,9
"116.14,39.65",0,1
"116.80,40.07",0,0
"115.82,39.66",0,7
"116.84,40.41",0,1
"115.92,40.42",0,0
"117.06,40.13",0,0
"116.68,40.45",0,7
"116.07,39.91",0,0
"116.61,39.74",0,0
"116.09,39.96",0,0
"116.75,39.89",0,0
"116.10,40.28",0,0
"116.15,39.90",0,3
"116.36,39.66",0,0
"115.64,39.65",0,0
"116.78,39.61",0,0
"116.68,39.85",0,0
"116.38,39.67",0,0
"116.61,40.00",0,0
"117.10,40.11",0,0
"116.24,40.24",0,0
"116.74,40.09",0,0
"115.92,40.43",0,0
"116.69,40.25",0,0
"115.52,39.77",0,0
"116.20,39.61",0,1
"116.98,40.36",0,1
"116.78,39.59",0,1
"117.24,40.69",0,2
"116.81,40.73",0,0
"117.09,40.13",0,9
"116.26,39.55",0,0
"116.79,39.75",0,2
"116.34,40.69",0,21
"116.00,39.97",0,1
"116.97,40.19",0,0
"116.82,40.32",0,0
"116.60,39.68",0,2
"116.77,40.24",0,0
"116.35,40.23",0,0
"116.03,39.70",0,6
"115.81,39.56",0,0
"116.30,39.66",0,0
"116.38,39.68",0,0
"116.68,40.55",0,0
"116.45,39.46",0,0
"116.88,39.80",0,5
"116.60,40.09",0,2
"116.76,40.23",0,0
"116.46,39.62",0,3
"116.71,39.89",0,2
"116.81,40.35",0,14
"116.74,39.80",0,2
"116.44,39.57",0,0
"116.50,39.70",0,0
"116.73,39.92",0,2
"116.14,40.57",0,1
"116.37,39.69",0,2
"116.06,39.78",0,2
"115.97,40.04",0,0
"116.73,40.16",0,0
"116.81,39.79",0,0
"116.69,40.41",0,2
"116.73,39.95",0,0
"116.76,40.03",0,2
"116.19,39.76",0,6
"116.88,40.15",0,0
"116.15,40.53",0,1
"115.61,39.94",0,1
"116.71,39.93",0,1
"116.12,40.13",0,2
"115.92,40.01",0,10
"116.61,40.29",0,3
"116.52,40.27",0,0
"116.99,40.11",0,0
"116.69,40.02",0,0
"115.98,39.66",0,1
"117.13,40.68",0,0
"116.76,39.64",0,0
"116.25,39.99",0,4
"115.57,40.02",0,0
"116.20,40.09",0,0
"116.85,40.34",0,2
"116.81,39.67",0,2
"115.99,40.21",0,0
"116.08,39.79",0,4
"116.85,39.75",0,0
"116.65,40.06",0,0
"116.12,40.18",0,1
"116.80,39.77",0,4
"116.33,39.55",0,0
"117.13,40.28",0,1
"116.54,40.17",0,0
"115.95,40.37",0,0
"116.14,39.89",0,2
"116.16,40.03",0,2
"116.05,39.72",0,1
"116.18,39.85",0,0
"116.12,39.99",0,0
"116.13,39.86",0,7
"117.00,40.36",0,2
"116.33,39.52",0,0
"116.50,40.16",0,0
"116.68,39.73",0,0
"116.59,40.26",0,0
"116.54,40.20",0,0
"116.10,40.12",0,2
"116.54,39.85",0,3
"116.71,40.27",0,2
"116.83,40.48",0,3
"117.22,40.15",0,1
"115.97,40.42",0,0
"115.96,40.05",0,0
"115.98,39.80",0,2
"116.44,39.72",0,0
"116.10,40.08",0,0
"115.98,39.79",0,0
"116.62,39.96",0,0
"115.90,39.74",0,0
"116.66,40.15",0,1
"115.95,39.61",0,0
"116.56,39.66",0,1
"115.97,39.77",0,0
"117.25,40.24",0,0
"116.75,39.86",0,2
"116.43,39.77",0,4
"116.79,40.10",0,1
"115.93,39.66",0,0
"116.06,39.74",0,0
"116.60,40.41",0,1
"116.19,40.06",0,0
"116.13,40.05",0,2
"116.86,40.06",0,1
"116.25,40.18",0,0
"116.21,39.88",0,3
"116.51,40.07",0,0
"116.23,40.58",0,0
"117.27,40.17",0,0
"116.35,39.68",0,0
"117.23,40.19",0,0
"117.01,40.19",0,0
"116.57,40.11",0,2
"116.08,39.99",0,0
"116.45,40.86",0,0
"116.74,40.32",0,0
"116.41,39.68",0,0
"115.93,39.70",0,2
"116.47,40.41",0,14
"116.62,40.45",0,6
"117.13,40.17",0,4
"116.08,39.68",0,11
"117.16,40.25",0,0
"116.09,39.75",0,0
"115.96,39.70",0,4
"116.57,40.27",0,0
"116.94,40.59",0,0
"116.82,40.39",0,2
"116.28,39.65",0,0
"116.07,39.67",0,0
"117.33,40.64",0,0
"116.23,40.15",0,0
"117.10,40.27",0,0
"116.94,40.31",0,0
"116.84,40.48",0,0
"116.96,40.19",0,0
"116.67,40.32",0,3
"116.32,39.54",0,1
"116.63,39.74",0,0
"115.95,39.70",0,0
"116.64,40.22",0,0
"116.32,39.55",0,0
"116.89,40.38",0,14
"116.65,39.66",0,0
"116.89,39.71",0,10
"116.82,39.69",0,0
"116.07,39.77",0,0
"116.17,40.11",0,0
"116.76,40.09",0,12
"116.81,40.21",0,0
"116.10,40.18",0,0
"116.44,39.67",0,0
"115.98,39.97",0,0
"116.84,40.64",0,0
"116.19,40.27",0,0
"116.74,40.19",0,0
"116.91,39.80",0,5
"116.23,40.02",0,0
"116.56,40.36",0,5
"116.27,39.81",0,0
"116.46,40.20",0,2
"116.84,39.75",0,0
"116.41,39.70",0,2
"116.82,39.64",0,0
"116.45,39.57",0,0
"116.21,40.02",0,2
"117.08,40.39",0,16
"116.71,40.00",0,0
"115.98,39.65",0,0
"116.61,40.32",0,0
"116.49,40.28",0,0
"116.88,40.48",0,0
"116.07,39.78",0,0
"115.98,40.35",0,2
"116.85,39.72",0,0
"117.15,40.13",0,0
"116.75,40.21",0,2
"116.11,39.84",0,8
"116.39,39.69",0,0
"116.65,40.00",0,0
"116.59,39.63",0,2
"116.61,39.67",0,0
"116.82,40.36",0,20
"116.76,39.86",0,0
"116.75,40.19",0,0
"116.05,39.74",0,8
"116.54,40.21",0,4
"115.52,39.78",0,1
"116.01,40.20",0,0
"116.10,39.78",0,0
"116.29,40.66",0,1
"116.20,40.06",0,0
"117.19,40.64",0,1
"115.95,40.36",0,0
"116.33,39.53",0,0
"116.21,40.26",0,1
"116.65,40.34",0,0
"116.68,40.04",0,19
"116.48,39.60",0,0
"116.19,39.74",0,0
"117.11,40.10",0,6
"116.80,40.27",0,0
"116.04,39.98",0,2
"116.09,40.55",0,0
"117.16,40.24",0,5
"116.12,39.82",0,0
"117.26,40.68",0,0
"116.21,40.32",0,16
"116.73,39.77",0,3
"116.29,39.76",0,4
"116.03,39.98",0,2
"115.93,39.60",0,1
"116.04,39.67",0,0
"116.75,39.99",0,0
"116.11,40.05",0,1
"116.68,40.14",0,6
"116.28,40.57",0,0
"115.97,39.71",0,0
"116.11,40.06",0,0
"116.97,40.06",0,0
"117.06,40.28",0,2
"116.15,39.69",0,2
"116.55,40.04",0,17
"115.98,40.38",0,0
"116.03,40.24",0,0
"116.51,40.11",0,0
"116.62,40.21",0,0
"116.36,39.47",0,0
"116.48,39.65",0,0
"116.04,39.90",0,0
"116.87,39.74",0,0
"116.75,40.11",0,2
"116.63,40.73",0,2
"116.67,39.65",0,0
"116.79,40.15",0,2
"115.93,40.36",0,3
"115.69,40.29",0,0
"116.08,39.84",0,0
"115.76,40.00",0,0
"116.06,39.99",0,0
"116.77,40.25",0,0
"116.75,40.39",0,0
"117.12,40.18",0,0
"116.91,40.20",0,0
"116.34,39.61",0,0
"116.34,40.40",0,0
"116.47,39.72",0,0
"116.02,40.14",0,0
"116.77,40.59",0,0
