o,tube_stops_o,car_prob_o
"116.56,40.14",0,191
"116.46,39.71",0,40
"116.13,39.61",0,400
"116.85,40.40",0,11
"115.87,39.67",0,157
"116.56,40.22",0,108
"115.85,39.59",0,7
"116.85,39.71",0,110
"115.97,39.74",0,6
"116.42,39.56",0,319
"116.51,40.46",0,74
"116.67,40.34",0,239
"116.75,40.17",0,400
"116.22,40.15",0,0
"116.70,40.44",0,215
"116.38,40.23",0,4
"116.74,40.38",0,4
"116.52,40.23",0,19
"116.70,40.05",0,83
"116.59,39.71",0,0
"116.75,39.71",0,0
"117.15,40.12",0,83
"116.87,40.38",0,207
"117.07,40.15",0,13
"115.99,39.71",0,173
"116.11,39.80",0,94
"115.88,40.37",0,246
"116.38,39.61",0,91
"116.44,39.82",0,5
"117.01,40.39",0,11
"116.27,39.59",0,2
"116.64,39.98",0,26
"116.99,40.06",0,19
"116.35,40.21",0,2
"116.49,40.11",0,138
"116.08,39.78",0,10
"116.32,39.60",0,2
"116.43,39.69",0,10
"116.73,39.70",0,400
"116.71,39.83",0,2
"116.71,39.84",0,58
"115.83,39.48",0,0
"117.13,40.54",0,10
"115.81,39.58",0,32
"116.58,39.94",0,137
"116.44,40.07",0,9
"116.76,40.34",0,58
"115.96,39.63",0,82
"116.36,39.58",0,18
"116.31,39.58",0,5
"116.58,39.66",0,89
"115.97,39.76",0,319
"116.92,40.20",0,2
"116.29,40.26",0,190
"116.35,39.64",0,12
"115.91,39.61",0,0
"117.23,40.66",0,39
"116.22,40.06",0,191
"115.98,39.80",0,173
"116.60,40.02",0,76
"116.48,40.12",0,102
"116.13,39.92",0,6
"116.54,39.72",0,70
"116.66,40.31",0,242
"117.25,40.65",0,54
"116.31,39.61",0,89
"115.71,39.57",0,111
"116.71,40.00",0,3
"116.32,39.61",0,7
"116.75,40.05",0,3
"116.51,40.18",0,0
"116.69,39.88",0,4
"117.01,40.10",0,36
"116.67,39.84",0,79
"116.70,39.90",1,166
"116.26,39.75",0,61
"116.12,39.65",0,72
"116.36,40.36",0,4
"116.36,39.70",0,40
"116.21,39.72",0,82
"116.62,39.81",0,400
"116.74,39.91",0,400
"116.83,40.46",0,33
"116.33,39.70",0,2
"116.82,40.07",0,10
"117.29,40.19",0,36
"116.93,40.09",0,5
"116.73,40.18",0,0
"116.29,39.67",0,48
"116.16,39.84",0,86
"116.50,39.57",0,67
"116.61,39.74",0,58
"116.08,39.63",0,43
"116.33,40.23",0,0
"116.46,39.74",0,30
"116.14,40.18",0,48
"116.90,39.78",0,0
"116.15,39.78",0,66
"115.97,39.65",0,292
"116.59,40.24",0,0
"116.07,39.64",0,1
"116.25,40.30",0,2
"116.41,39.68",0,0
"116.46,39.62",0,191
"116.06,39.98",0,37
"116.15,39.88",0,7
"116.94,40.08",0,12
"116.63,40.29",0,26
"116.65,40.00",0,180
"116.82,39.64",0,0
"116.57,39.63",0,111
"116.59,39.68",0,6
"117.10,40.15",0,133
"116.78,40.35",0,92
"116.82,39.76",0,0
"116.41,39.73",0,33
"116.12,40.02",0,13
"115.92,40.37",0,183
"116.82,40.10",0,3
"116.85,40.41",0,113
"115.98,40.42",0,13
"116.08,39.70",0,66
"116.55,40.19",0,185
"115.95,40.38",0,2
"117.10,40.11",0,0
"116.03,39.77",0,8
"117.07,40.18",0,27
"116.74,40.21",0,0
"116.06,40.29",0,55
"116.72,40.12",0,0
"116.29,39.66",0,190
"116.25,40.66",0,172
"116.34,39.62",0,400
"116.27,39.71",0,246
"116.69,39.65",0,51
"116.62,39.84",0,183
"116.66,39.84",0,3
"117.20,40.21",0,192
"115.95,39.65",0,150
"116.77,40.10",0,0
"115.97,39.72",1,72
"116.84,39.85",0,11
"116.75,40.30",0,103
"116.67,39.79",0,22
"116.78,39.88",0,43
"116.09,40.23",0,80
"115.86,40.03",0,26
"116.38,40.24",0,400
"116.18,40.14",0,0
"116.61,40.36",0,0
"116.72,39.84",0,400
"116.82,39.79",0,101
"115.82,40.46",0,31
"116.28,39.53",0,3
"116.73,40.03",0,56
"115.98,40.35",0,13
"116.56,39.81",0,400
"115.93,39.64",0,20
"116.66,39.64",0,40
"116.58,40.21",0,10
"116.60,39.66",0,400
"116.18,40.12",0,146
"116.71,40.32",0,2
"116.72,40.05",0,0
"116.77,40.32",0,400
"116.07,40.27",0,191
"116.68,39.61",0,16
"116.42,39.54",0,32
"116.31,39.70",0,5
"116.70,40.00",0,1
"116.97,40.20",0,0
"116.65,40.22",0,276
"116.04,39.99",0,0
"116.23,39.80",0,0
"116.54,40.24",0,97
"115.99,40.46",0,126
"116.30,40.28",0,22
"116.49,40.16",0,0
"116.01,39.68",0,9
"117.12,40.26",0,24
"116.75,39.95",0,6
"116.67,40.42",0,8
"116.08,39.68",0,3
"116.73,40.30",0,2
"116.06,40.30",0,1
"116.70,40.21",0,11
"116.46,40.16",0,8
"116.90,40.17",0,148
"117.25,40.21",0,7
"116.68,40.10",0,400
"116.36,40.24",0,214
"115.91,40.51",0,55
"116.83,39.81",0,57
"115.91,40.37",0,1
"115.99,39.66",0,113
"116.49,40.19",0,0
"116.62,39.95",0,58
"116.90,40.45",0,130
"116.06,39.78",0,0
"115.94,39.79",0,10
"116.44,39.53",0,33
"116.96,40.37",0,0
"116.76,39.90",0,17
"116.05,39.66",0,400
"116.20,40.03",0,39
"116.83,39.78",0,0
"117.10,40.13",0,400
"117.08,40.22",0,66
"117.16,40.17",0,15
"116.18,39.85",0,46
"116.53,39.70",0,117
"116.03,40.00",0,149
"116.26,39.77",0,151
"116.49,40.25",0,71
"116.95,40.09",0,0
"115.93,40.01",0,191
"116.63,40.25",0,57
"117.03,40.47",0,54
"117.01,40.15",0,11
"116.19,40.03",0,204
"116.47,39.66",0,286
"116.63,40.18",0,33
"116.33,39.47",0,138
"116.82,40.39",0,54
"117.20,40.35",0,0
"116.30,39.60",0,32
"116.02,40.15",0,191
"116.33,40.15",0,32
"115.85,39.60",0,17
"116.77,39.95",0,83
"116.12,39.68",0,5
"116.77,40.11",0,21
"116.61,39.80",0,6
"117.01,40.12",0,400
"116.00,39.82",0,3
"115.72,39.57",0,78
"116.21,39.73",0,42
"116.62,40.23",0,191
"116.81,40.14",0,0
"116.61,40.18",0,107
"116.94,40.15",0,209
"116.97,40.25",0,10
"116.61,40.00",0,23
"116.66,40.39",0,26
"116.70,39.97",0,2
"116.44,39.56",0,166
"116.10,40.17",0,0
"116.79,39.85",0,2
"116.70,39.72",0,4
"116.61,40.21",0,22
"117.01,40.46",0,10
"116.00,39.76",0,0
"115.73,39.56",0,7
"116.04,39.63",0,9
"116.61,39.73",0,166
"116.64,39.62",0,42
"116.34,40.12",0,291
"116.35,39.57",0,18
"116.53,39.69",0,115
"116.01,40.48",0,0
"116.42,39.68",0,115
"116.23,39.72",0,58
"116.60,39.68",0,27
"115.69,39.97",0,1
"116.12,40.22",0,171
"116.78,40.08",0,0
"116.54,39.69",0,0
"116.21,39.88",0,400
"116.81,40.54",0,232
"116.81,40.51",0,2
"116.67,40.01",0,30
"116.34,39.55",0,0
"116.57,40.29",0,148
"116.34,40.10",0,161
"116.20,39.70",0,400
"116.49,39.61",0,166
"116.82,39.87",0,107
"116.24,39.71",0,5
"115.60,39.63",0,400
"116.57,40.34",0,27
"115.98,39.62",0,400
"116.14,39.77",0,5
"116.54,39.59",0,166
"116.89,39.78",0,19
"116.04,39.75",0,0
"116.52,40.25",0,163
"116.31,40.20",0,133
"116.90,40.12",0,118
"116.70,39.93",0,191
"117.13,40.11",0,20
"116.54,39.64",0,0
"116.12,40.05",0,101
"116.84,40.35",0,111
"116.38,40.15",0,400
"116.72,40.28",0,3
"116.11,39.87",0,75
"116.14,39.69",0,400
"116.90,40.13",0,0
"116.80,39.85",0,182
"116.99,40.40",0,72
"116.17,40.11",0,138
"116.19,39.66",0,0
"116.38,40.03",0,1
"116.86,39.71",0,115
"116.35,39.65",0,204
"116.82,40.08",0,4
"116.52,40.34",0,50
"115.92,40.48",0,33
"116.65,40.63",0,28
"116.89,39.69",0,67
"117.01,40.07",0,1
"116.84,40.25",0,220
"116.77,39.72",0,71
"116.19,40.08",0,246
"116.78,40.32",0,2
"115.96,39.73",0,5
"116.86,39.72",0,24
"116.84,39.81",0,215
"116.11,39.79",0,0
"117.03,40.09",0,16
"116.26,39.76",0,254
"116.83,39.67",0,3
"116.63,39.85",0,42
"116.30,39.77",0,49
"116.69,40.28",0,129
"116.48,39.59",0,259
"116.70,39.82",0,26
"116.52,40.20",0,26
"116.99,40.05",0,19
"116.65,39.67",0,4
"116.81,40.17",0,16
"116.41,40.14",0,191
"116.04,40.34",0,15
"116.05,40.22",0,10
"116.14,39.60",0,68
"116.20,39.87",0,400
"116.38,40.14",0,56
"116.75,40.46",0,400
"116.22,39.83",0,400
"117.15,40.56",0,40
"117.10,40.10",0,9
"116.42,39.67",0,400
"116.39,40.13",0,14
"117.10,40.52",0,0
"116.47,39.63",0,296
"116.65,40.33",0,40
"116.01,40.16",0,124
"115.92,40.09",0,137
"116.32,40.32",0,0
"116.58,39.67",0,13
"116.95,40.18",0,400
"116.67,40.26",0,126
"116.44,40.14",0,27
"116.89,39.70",0,400
"116.18,39.82",0,311
"115.86,39.56",0,34
"116.28,39.71",0,20
"115.83,39.56",0,58
"116.04,39.77",0,14
"117.05,40.50",0,39
"116.33,39.55",0,166
"116.55,39.99",0,55
"117.09,40.39",0,25
"116.07,39.62",0,2
"116.60,40.18",0,166
"116.13,40.17",0,157
"116.53,40.16",0,42
"116.03,39.96",0,3
"115.90,40.36",0,266
"116.01,40.30",0,5
"116.52,40.27",0,14
"116.09,39.77",0,32
"116.22,40.26",0,1
"116.47,39.76",0,16
"116.62,40.35",0,22
"116.71,39.92",0,208
"116.78,40.59",0,77
"117.05,40.14",0,66
"116.17,40.15",0,10
"116.21,39.71",0,173
"116.49,39.73",0,90
"116.49,39.63",0,400
"117.12,40.54",0,39
"116.34,40.40",0,30
"116.31,39.48",0,0
"116.67,40.23",0,138
"117.15,40.16",0,119
"116.11,39.81",0,167
"117.02,40.13",0,7
"116.63,39.74",0,191
"116.10,39.65",0,58
"116.12,39.82",0,101
"116.48,39.73",0,7
"116.15,40.56",0,0
"116.56,40.25",0,283
"116.52,40.42",0,2
"116.07,40.22",0,176
"117.21,40.20",0,10
"116.06,39.62",0,1
"116.45,39.77",0,47
"116.05,40.17",0,0
"115.92,40.33",0,55
"115.96,39.65",0,150
"116.39,39.73",0,75
"116.19,40.12",0,126
"116.76,39.85",0,89
"116.63,39.61",0,1
"116.03,39.63",0,62
"116.13,40.21",0,49
"116.80,39.84",0,66
"116.15,40.53",0,400
"116.85,40.35",0,0
"117.14,40.50",0,314
"116.71,40.17",0,29
"116.80,40.14",0,112
"116.80,40.39",0,9
"116.66,40.15",0,22
"116.74,40.22",0,80
"117.13,40.17",0,191
"116.89,40.06",0,36
"116.07,39.77",0,0
"116.66,40.40",0,57
"117.00,40.12",0,2
"116.52,40.10",0,72
"116.16,40.19",0,0
"115.96,39.64",0,6
"117.29,40.18",0,36
"116.94,40.13",0,112
"116.79,40.03",0,0
"116.15,40.17",0,138
"116.32,39.59",0,391
"116.15,40.09",0,0
"116.65,40.31",0,120
"116.27,40.23",0,400
"116.75,40.37",0,26
"116.69,39.98",0,150
"116.60,40.16",0,220
"116.80,40.34",0,180
"116.64,40.26",0,78
"116.67,39.85",0,7
"116.29,39.53",0,10
"116.72,39.68",0,90
"115.96,40.49",0,246
"116.66,40.50",0,18
"117.10,40.16",0,219
"116.62,39.80",0,73
"116.39,39.67",0,20
"117.01,40.13",0,148
"116.52,39.74",0,5
"116.83,40.44",0,215
"116.31,40.37",0,5
"116.20,39.68",0,11
"116.61,39.81",0,112
"116.20,40.18",0,43
"117.25,40.23",0,400
"116.24,39.70",0,208
"116.62,39.78",0,16
"116.76,39.65",0,291
"116.32,39.55",0,2
"116.16,39.65",0,291
"116.78,39.70",0,41
"116.75,40.13",0,0
"116.81,40.20",0,3
"116.14,40.22",0,10
"116.57,39.83",0,1
"117.01,40.05",0,101
"115.86,40.46",0,55
"116.46,39.79",0,1
"116.51,39.67",0,242
"116.02,39.71",0,26
"116.51,40.15",0,0
"116.18,39.61",0,3
"116.04,40.28",0,33
"116.42,39.61",0,0
"116.42,40.22",0,166
"116.19,40.33",0,0
"116.68,39.82",0,123
"116.13,39.89",0,3
"116.62,40.27",0,66
"116.10,39.81",0,400
"116.70,40.30",0,55
"116.17,39.79",0,87
"116.35,39.53",0,400
"116.03,39.70",0,74
"116.78,39.64",0,97
"116.04,39.69",0,66
"116.48,39.64",0,400
"116.36,39.51",0,5
"116.18,39.67",0,0
"116.29,39.74",0,400
"116.58,39.95",0,5
"116.65,40.23",0,244
"116.33,40.20",0,20
"115.89,40.50",0,314
"116.16,39.90",0,165
"116.10,40.16",0,220
"116.27,40.39",0,400
"116.80,39.75",0,400
"116.51,39.96",0,10
"116.37,40.21",0,27
"116.83,39.82",0,11
"117.12,40.11",0,3
"116.16,40.20",0,166
"116.09,40.10",0,2
"116.92,39.75",0,33
"116.65,39.78",0,191
"116.14,40.08",0,55
"116.10,40.44",0,1
"116.55,39.72",0,240
"116.67,39.80",0,2
"116.47,40.15",0,31
"116.10,39.88",0,90
"116.44,39.71",0,10
"116.70,40.11",0,2
"116.15,39.85",0,126
"116.43,39.74",0,16
"116.83,40.28",0,19
"116.64,40.23",0,124
"116.78,40.34",0,83
"116.84,40.17",0,400
"116.02,40.07",0,6
"115.96,40.42",0,400
"116.15,39.70",0,191
"116.02,39.61",0,21
"116.34,40.41",0,33
"116.44,40.22",0,40
"116.73,39.67",0,0
"115.97,39.80",0,183
"116.16,40.08",0,20
"117.08,40.16",0,1
"116.62,40.29",0,191
"116.25,39.56",0,1
"116.50,39.67",0,45
"116.28,39.63",0,200
"116.58,39.85",0,400
"116.75,40.34",0,100
"116.56,40.39",0,4
"116.11,39.82",0,17
"116.10,40.49",0,55
"116.29,40.23",0,13
"117.24,40.67",0,80
"117.02,40.16",0,1
"116.05,39.67",0,297
"116.25,39.82",0,81
"116.71,40.38",0,152
"116.59,39.95",0,72
"117.05,40.12",0,0
"116.23,39.63",0,155
"115.79,40.44",0,0
"116.20,40.10",0,123
"117.16,40.42",0,19
"116.67,40.05",0,6
"116.14,40.17",0,191
"116.66,40.38",0,3
"116.83,40.45",0,70
"116.67,40.27",0,21
"116.32,39.57",0,286
"117.00,40.03",0,21
"116.70,39.80",0,21
"116.07,39.80",0,0
"115.91,39.62",0,7
"117.09,40.16",0,2
"116.69,40.38",0,2
"116.12,39.78",0,35
"116.06,40.24",0,0
"116.81,39.72",0,1
"116.06,39.80",0,166
"116.83,40.48",0,209
"116.57,39.97",0,22
"116.23,40.35",0,14
"116.87,40.12",0,138
"116.24,40.14",0,43
"116.34,39.53",0,130
"115.81,39.59",0,0
"116.01,39.64",0,47
"116.03,39.58",0,32
"116.40,39.63",0,0
"116.73,39.78",0,15
"116.75,39.92",0,220
"116.91,40.15",0,0
"117.08,40.13",0,400
"116.64,39.99",0,109
"116.64,40.38",0,1
"116.08,39.73",0,32
"116.50,40.14",0,191
"116.08,39.75",0,4
"116.48,39.71",0,391
"116.49,40.12",0,108
"116.82,40.05",0,10
"116.36,39.64",0,165
"116.12,39.87",0,3
"117.06,40.09",0,146
"116.11,40.59",0,23
"116.03,39.62",0,54
"116.79,39.87",0,51
"116.66,40.65",0,77
"116.23,40.26",0,1
"116.14,40.09",0,400
"116.30,40.18",0,0
"116.24,39.61",0,0
"116.10,39.79",0,30
"116.83,40.40",0,149
"116.44,39.62",0,27
"116.01,39.59",0,4
"116.48,40.96",0,0
"116.62,40.18",0,215
"116.57,39.84",0,12
"116.43,39.79",0,7
"116.10,39.77",0,286
"116.66,40.33",0,0
"116.55,40.26",0,1
"116.26,39.65",0,181
"116.12,39.59",0,58
"116.55,40.36",0,90
"116.28,39.69",0,32
"115.93,39.81",0,3
"116.62,39.74",0,3
"115.92,39.71",0,55
"116.25,39.73",0,12
"116.22,40.13",0,43
"116.61,40.10",0,5
"115.95,39.63",0,20
"116.76,39.86",0,5
"116.04,40.48",0,246
"116.20,40.56",0,2
"116.90,40.41",0,100
"116.09,40.08",0,43
"116.46,40.10",0,55
"116.59,39.76",0,1
"116.29,39.55",0,0
"116.86,40.20",0,73
"116.46,40.36",0,55
"116.11,39.74",0,115
"116.24,40.01",0,149
"116.64,40.28",0,15
"116.15,40.00",0,42
"116.69,40.35",0,11
"117.01,40.11",0,3
"116.66,40.29",0,0
"116.32,39.49",0,79
"117.19,40.35",0,1
"116.78,40.17",0,6
"116.10,39.84",0,7
"116.92,40.21",0,2
"116.15,40.14",0,38
"116.83,39.63",0,13
"116.73,39.64",0,0
"116.68,40.26",0,24
"116.72,39.87",0,400
"116.29,39.77",0,3
"116.70,40.29",0,40
"116.42,39.63",0,0
"116.11,39.59",0,10
"116.43,40.18",0,41
"116.63,39.80",0,0
"116.45,40.17",0,400
"117.03,40.11",0,66
"116.32,40.21",0,108
"115.94,39.66",0,2
"116.09,40.06",0,83
"116.19,40.26",0,33
"116.59,39.69",0,0
"115.90,39.61",0,1
"116.46,40.23",0,12
"116.52,39.63",0,7
"115.99,40.35",0,19
"116.80,40.07",0,2
"116.69,40.00",0,196
"116.43,40.16",0,143
"116.10,40.04",0,400
"115.88,39.63",0,0
"116.57,40.27",0,237
"116.37,39.69",0,244
"116.84,40.09",0,297
"116.58,40.23",0,61
"116.40,39.69",0,30
"116.92,40.38",0,400
"116.79,39.64",0,167
"116.25,39.81",0,78
"116.22,39.75",0,2
"116.63,39.76",0,3
"116.76,40.36",0,104
"115.61,39.95",0,55
"116.60,39.65",0,0
"116.74,39.89",0,49
"116.69,39.61",0,100
"116.25,39.51",0,400
"117.29,40.66",0,39
"116.65,39.72",0,209
"117.18,40.14",0,4
"116.66,39.79",0,297
"116.49,39.84",0,37
"116.89,40.14",0,400
"116.22,39.71",0,3
"116.17,39.67",0,2
"116.12,39.58",0,400
"116.31,39.50",0,245
"116.95,40.15",0,0
"115.70,39.98",0,0
"116.81,40.38",0,157
"116.60,40.23",0,152
"116.79,40.04",0,66
"116.30,39.55",0,400
"116.46,39.78",0,16
"116.47,39.68",0,400
"116.25,39.69",0,106
"116.49,40.06",0,162
"115.94,39.75",0,176
"116.19,40.10",0,1
"116.03,39.98",0,16
"116.78,39.84",0,0
"116.00,40.49",0,0
"116.07,39.68",0,90
"116.53,40.13",0,4
"116.68,39.77",0,66
"116.36,40.18",0,161
"116.12,39.79",0,132
"116.54,39.98",0,60
"116.36,40.38",0,108
"116.61,39.94",0,21
"116.13,39.79",0,37
"116.15,39.69",0,8
"116.22,39.80",0,355
"116.78,40.15",0,3
"116.47,40.10",0,6
"117.14,40.57",0,2
"116.84,39.75",0,191
"116.59,40.00",0,0
"116.09,39.97",0,2
"116.98,40.06",0,13
"115.82,39.57",0,74
"116.00,39.60",0,115
"116.50,40.15",0,129
"116.89,40.22",0,2
"116.00,40.47",0,8
"117.26,40.63",0,3
"115.97,40.41",0,113
"116.73,40.20",0,11
"116.61,39.61",0,306
"116.73,39.82",0,90
"116.98,40.13",0,391
"116.80,39.80",0,2
"116.07,40.17",0,400
"116.82,40.34",0,13
"116.59,40.27",0,22
"116.67,40.13",0,388
"116.50,40.05",0,42
"117.16,40.47",0,108
"116.22,40.57",0,55
"116.10,39.63",0,27
"116.79,40.27",0,0
"116.03,39.61",0,7
"117.27,40.18",0,48
"116.62,40.00",0,0
"116.50,39.65",0,2
"116.56,40.33",0,33
"116.75,40.00",0,30
"117.11,40.54",0,17
"116.59,40.43",0,21
"116.80,39.64",0,400
"116.27,39.73",0,9
"116.52,40.21",0,26
"115.75,39.57",0,17
"116.09,39.63",0,39
"116.87,39.78",0,41
"116.23,39.62",0,1
"116.08,39.91",0,117
"115.63,39.75",0,2
"116.50,39.58",0,7
"116.55,40.34",0,345
"116.06,39.60",0,55
"116.46,40.08",0,400
"116.38,39.66",0,1
"116.84,40.14",0,21
"116.01,40.34",0,15
"116.48,39.53",0,166
"116.33,39.50",0,400
"116.78,39.86",0,4
"116.42,39.77",0,29
"116.04,40.33",0,55
"116.71,40.28",0,70
"116.00,40.01",0,10
"116.51,39.70",0,14
"116.27,40.25",0,55
"116.62,39.69",0,96
"116.70,40.09",0,0
"116.02,39.70",0,12
"116.08,40.00",0,42
"116.35,39.69",0,89
"116.46,40.07",0,113
"116.40,40.35",0,2
"116.90,39.77",0,193
"116.68,40.66",0,3
"116.17,39.97",0,11
"116.38,39.64",0,400
"116.28,39.68",0,90
"116.86,40.36",0,103
"116.61,39.71",0,0
"116.54,40.13",0,400
"116.24,39.72",0,191
"115.93,39.72",0,12
"117.05,40.08",0,13
"116.02,39.73",0,13
"116.60,40.30",0,166
"116.70,39.66",0,2
"116.31,39.53",0,56
"116.67,40.33",0,0
"117.24,40.26",0,20
"116.17,39.69",0,0
"116.32,40.16",0,22
"116.65,39.68",0,24
"116.48,39.57",0,80
"116.64,39.73",0,16
"116.74,40.63",0,200
"117.17,40.59",0,78
"116.08,39.67",0,400
"117.01,40.18",0,7
"116.54,40.29",0,0
"116.02,39.72",0,31
"116.51,39.71",0,123
"116.65,40.28",0,0
"116.51,39.59",0,13
"117.16,40.22",0,0
"116.11,39.61",0,2
"116.11,39.88",0,72
"116.10,40.07",0,24
"116.74,40.00",0,400
"116.66,40.68",0,7
"116.72,40.19",0,2
"116.42,39.53",0,0
"116.51,40.34",0,0
"117.18,40.19",0,2
"116.06,40.21",0,400
"116.72,39.79",0,30
"115.95,39.82",0,19
"116.78,40.40",0,152
"116.89,39.74",0,12
"116.72,40.09",0,134
"116.68,40.03",0,7
"116.10,39.67",0,400
"116.37,39.64",0,89
"116.64,39.63",0,13
"115.88,40.41",0,18
"117.05,40.39",0,388
"116.40,40.53",0,22
"115.98,39.97",0,3
"117.01,40.19",0,0
"116.55,40.22",0,5
"116.17,39.78",0,40
"116.72,39.76",0,2
"116.53,40.20",0,12
"115.85,39.56",0,144
"116.14,40.21",0,130
"116.71,40.23",0,45
"116.64,40.63",0,12
"116.32,40.55",0,288
"115.86,39.59",0,0
"116.72,40.08",0,1
"116.87,39.80",0,32
"116.46,39.69",0,3
"116.28,40.13",0,5
"117.15,40.38",0,0
"116.20,40.29",0,0
"116.56,40.17",0,16
"115.96,39.61",0,2
"116.36,40.13",0,65
"116.81,39.73",0,16
"116.38,40.54",0,14
"116.78,40.29",0,28
"116.65,40.46",0,66
"116.34,40.11",0,2
"116.34,40.22",0,97
"116.71,39.81",0,0
"116.42,40.20",0,2
"116.70,40.22",0,400
"116.97,40.37",0,1
"116.35,39.78",0,86
"116.67,39.76",0,62
"116.63,39.79",0,0
"117.13,40.53",0,98
"116.85,39.74",0,92
"116.40,40.09",0,391
"117.00,40.15",0,237
"115.81,39.57",0,7
"116.17,40.51",0,10
"116.56,40.19",0,19
"115.71,39.95",0,4
"116.81,39.71",0,61
"115.95,40.43",0,10
"116.79,40.28",0,9
"116.08,40.41",0,5
"116.57,40.16",0,297
"116.22,39.74",0,0
"116.65,40.27",0,40
"116.29,40.19",0,29
"116.36,40.39",0,30
"116.63,40.24",0,173
"116.72,39.69",0,0
"116.51,40.16",0,138
"116.37,39.55",0,8
"116.50,39.62",0,400
"115.82,39.55",0,11
"116.82,40.38",0,126
"117.04,40.25",0,9
"115.80,39.59",0,77
"116.75,39.97",0,42
"116.05,39.79",0,95
"115.87,40.04",0,400
"116.12,40.06",0,73
"116.79,40.15",0,0
"116.48,39.77",0,48
"116.62,39.64",0,0
"116.76,39.75",0,0
"116.75,40.04",0,0
"116.54,40.19",0,126
"116.82,40.19",0,215
"116.52,39.66",0,266
"117.13,40.14",0,1
"116.63,40.73",0,93
"116.31,40.41",0,5
"116.70,39.78",0,55
"116.09,39.71",0,400
"116.74,39.95",0,0
"116.52,39.60",0,90
"116.62,40.34",0,38
"116.48,40.21",0,121
"116.18,40.24",0,8
"116.89,40.39",0,2
"115.66,39.63",0,266
"116.52,40.22",0,242
"115.94,40.45",0,43
"116.17,39.61",0,6
"116.97,40.18",0,274
"116.91,40.18",0,0
"116.14,40.27",0,55
"116.70,39.74",0,0
"116.56,40.44",0,77
"116.71,40.21",0,0
"115.87,39.68",0,0
"116.02,40.43",0,112
"116.82,40.54",0,24
"116.81,39.79",0,123
"116.37,39.75",0,5
"116.55,40.23",0,200
"116.87,40.40",0,90
"116.09,40.55",0,0
"116.76,40.10",0,56
"115.76,39.60",0,176
"116.40,40.21",0,400
"116.13,39.82",0,204
"115.93,39.66",0,3
"116.83,39.76",0,291
"116.80,40.37",0,3
"116.70,40.18",0,4
"116.09,40.48",0,24
"116.34,39.59",0,79
"115.78,39.61",0,113
"117.15,40.42",0,137
"116.59,40.29",0,26
"115.75,39.66",0,129
"116.22,40.09",0,1
"116.85,40.19",0,2
"116.11,40.04",0,72
"116.02,39.74",0,40
"116.34,39.64",0,59
"116.70,40.28",0,209
"117.00,40.14",0,0
"117.17,40.22",0,5
"116.29,39.69",0,92
"116.81,40.07",0,15
"116.83,39.73",0,95
"116.69,40.32",0,400
"116.33,40.18",0,55
"116.19,39.82",0,8
"116.46,39.61",0,237
"116.63,39.82",0,3
"116.74,39.64",0,200
"117.28,40.20",0,0
"116.12,39.69",0,400
"116.76,40.03",0,24
"116.41,39.60",0,68
"116.81,39.69",0,0
"116.60,39.75",0,173
"116.42,39.70",0,34
"116.13,40.12",0,78
"116.08,39.92",0,133
"116.63,39.96",0,115
"116.58,40.44",0,38
"116.37,39.73",0,86
"116.72,40.23",0,10
"117.07,40.09",0,0
"116.38,40.04",0,27
"116.33,40.14",0,10
"115.76,39.54",0,4
"116.81,40.25",0,200
"115.95,39.76",0,10
"117.25,40.24",0,26
"116.78,39.63",0,400
"116.88,40.39",0,0
"116.78,39.80",0,244
"116.75,39.84",0,0
"116.85,40.14",0,400
"116.63,39.81",0,6
"116.33,39.52",0,400
"116.44,40.25",0,166
"116.67,39.68",0,58
"116.68,39.96",0,200
"116.69,40.12",0,0
"116.90,40.06",0,4
"116.97,40.06",0,36
"117.25,40.67",0,101
"116.94,40.40",0,0
"116.67,39.73",0,0
"116.83,39.69",0,27
"116.62,39.67",0,10
"116.57,40.36",0,19
"116.64,40.27",0,53
"115.93,39.68",0,0
"116.64,40.09",0,206
"116.11,39.65",0,49
"116.08,39.61",0,1
"115.81,39.55",0,7
"115.90,39.62",0,2
"116.49,39.56",0,89
"116.86,40.19",0,2
"116.86,40.15",0,400
"116.80,40.15",0,2
"116.56,39.98",0,23
"116.33,40.31",0,78
"116.73,40.10",0,17
"115.99,40.34",0,115
"116.02,40.01",0,0
"116.60,39.64",0,3
"117.19,40.11",0,24
"116.08,40.55",0,0
"116.74,39.82",0,65
"116.63,40.21",0,7
"116.14,39.97",0,0
"115.93,40.39",0,12
"116.05,39.85",0,12
"116.82,39.71",0,1
"116.15,40.04",0,4
"116.75,39.82",0,101
"116.83,40.47",0,166
"116.19,40.31",0,0
"116.23,40.10",0,0
"115.86,39.57",0,68
"116.44,40.09",0,324
"116.67,40.58",0,70
"116.68,40.01",0,92
"116.80,40.31",0,111
"116.07,39.59",0,39
"116.04,39.64",0,176
"116.15,40.20",0,111
"116.47,39.72",0,27
"116.71,39.99",0,246
"116.26,40.55",0,10
"116.80,40.17",0,83
"116.81,40.05",0,48
"117.18,40.69",0,80
"116.42,39.57",0,391
"116.25,39.58",0,2
"116.68,40.22",0,30
"115.92,39.66",0,93
"117.25,40.62",0,108
"116.75,40.21",0,2
"116.15,39.68",0,47
