o,bus_stops,tube_stops
"116.56,39.83",1.0,0.0
"115.75,39.62",0.0,0.0
"116.18,40.19",1.0,0.0
"116.76,40.40",0.0,0.0
"116.08,39.98",1.0,0.0
"116.76,40.43",3.0,0.0
"116.30,39.68",6.0,0.0
"116.84,40.41",5.0,0.0
"116.28,40.23",2.0,0.0
"116.11,40.26",2.0,0.0
"116.26,40.19",1.0,0.0
"116.24,40.66",2.0,0.0
"116.35,39.79",2.0,0.0
"116.88,40.48",2.0,0.0
"115.95,39.74",1.0,0.0
"116.57,39.99",1.0,0.0
"116.14,39.91",0.0,0.0
"116.24,39.68",1.0,0.0
"116.26,40.09",1.0,0.0
"116.23,39.94",0.0,0.0
"116.21,40.21",2.0,0.0
"116.27,40.24",0.0,0.0
"116.53,40.07",2.0,0.0
"116.62,40.21",1.0,0.0
"116.81,39.64",1.0,0.0
"115.90,39.66",1.0,0.0
"116.49,39.83",1.0,0.0
"116.18,40.22",1.0,0.0
"116.55,39.84",1.0,0.0
"116.37,39.66",0.0,0.0
"116.13,39.81",1.0,0.0
"116.68,39.72",0.0,0.0
"116.55,39.61",1.0,0.0
"116.08,39.97",0.0,0.0
"116.20,39.61",3.0,0.0
"116.70,40.35",2.0,0.0
"116.85,40.20",1.0,0.0
"116.67,40.20",0.0,0.0
"116.79,40.31",0.0,0.0
"116.93,40.28",0.0,0.0
"116.07,39.63",0.0,0.0
"116.07,39.70",0.0,0.0
"116.71,39.89",0.0,0.0
"116.87,40.23",1.0,0.0
"116.57,39.64",1.0,0.0
"116.39,40.12",0.0,0.0
"116.59,39.94",0.0,0.0
"116.52,40.13",1.0,0.0
"116.35,39.59",0.0,0.0
"116.66,40.16",0.0,0.0
"116.44,40.24",0.0,0.0
"116.80,40.21",1.0,0.0
"116.44,39.69",0.0,0.0
"116.21,39.75",5.0,0.0
"116.15,40.05",1.0,0.0
"116.14,39.96",1.0,0.0
"116.36,39.66",3.0,0.0
"116.21,39.86",0.0,0.0
"116.68,40.35",5.0,0.0
"116.80,40.35",4.0,0.0
"116.55,39.93",0.0,0.0
"116.30,39.51",1.0,0.0
"116.40,40.20",1.0,0.0
"116.84,39.80",2.0,0.0
"116.44,40.04",1.0,0.0
"116.41,39.71",3.0,0.0
"116.27,39.77",2.0,0.0
"116.20,40.07",0.0,0.0
"116.18,40.06",1.0,0.0
"116.24,40.28",1.0,0.0
"116.49,40.05",0.0,0.0
"116.97,40.40",2.0,0.0
"115.99,39.80",0.0,0.0
"115.94,39.82",1.0,0.0
"116.69,39.96",0.0,0.0
"116.33,39.66",0.0,0.0
"116.52,39.75",6.0,0.0
"116.67,39.62",0.0,0.0
"116.31,40.12",0.0,0.0
"116.64,40.30",4.0,0.0
"116.17,39.80",0.0,0.0
"115.74,39.56",2.0,0.0
"117.14,40.16",1.0,0.0
"116.11,39.76",2.0,0.0
"116.11,39.69",1.0,0.0
"116.23,40.39",0.0,0.0
"116.30,40.23",2.0,0.0
"116.47,39.73",0.0,0.0
"117.00,40.04",1.0,0.0
"116.02,40.49",0.0,0.0
"116.65,39.63",1.0,0.0
"116.24,39.64",7.0,0.0
"116.59,39.85",3.0,0.0
"116.51,39.74",1.0,0.0
"116.56,39.88",0.0,0.0
"116.53,40.21",3.0,0.0
"116.84,40.39",4.0,0.0
"116.63,39.83",0.0,0.0
"115.88,40.03",0.0,0.0
"116.09,39.91",3.0,0.0
"116.58,39.63",1.0,0.0
"116.08,40.39",2.0,0.0
"116.39,39.55",1.0,0.0
"116.10,40.06",0.0,0.0
"116.69,39.84",0.0,0.0
"116.76,40.17",1.0,0.0
"116.18,39.83",0.0,0.0
"116.76,40.12",0.0,0.0
"116.15,39.71",1.0,0.0
"116.63,40.28",1.0,0.0
"116.24,39.67",7.0,0.0
"116.19,39.86",1.0,0.0
"116.03,39.78",5.0,0.0
"117.01,40.21",3.0,0.0
"116.19,39.70",0.0,0.0
"116.42,40.06",3.0,0.0
"116.45,39.56",6.0,0.0
"116.62,39.97",3.0,0.0
"116.98,40.36",6.0,0.0
"116.26,40.07",1.0,0.0
"116.64,40.00",0.0,0.0
"116.83,39.85",1.0,0.0
"116.07,40.47",0.0,0.0
"115.96,39.82",0.0,0.0
"116.82,40.16",1.0,0.0
"116.45,40.10",2.0,0.0
"116.63,39.84",4.0,0.0
"115.99,39.78",4.0,0.0
"116.18,40.00",0.0,0.0
"116.80,40.06",2.0,0.0
"116.26,40.06",1.0,0.0
"116.28,39.51",2.0,0.0
"116.05,40.30",0.0,0.0
"116.68,40.29",3.0,0.0
"116.16,39.64",2.0,0.0
"116.20,40.01",0.0,0.0
"116.76,39.76",0.0,0.0
"115.99,40.45",1.0,0.0
"116.13,39.95",5.0,0.0
"116.59,40.31",0.0,0.0
"116.27,40.19",2.0,0.0
"116.64,39.86",2.0,0.0
"116.88,39.79",1.0,0.0
"116.52,39.99",0.0,0.0
"116.39,39.72",3.0,0.0
"116.70,39.92",5.0,0.0
"116.59,39.77",0.0,0.0
"116.55,40.20",1.0,0.0
"116.18,39.70",2.0,0.0
"116.41,40.21",5.0,0.0
"116.38,39.77",0.0,0.0
"116.27,39.81",0.0,0.0
"116.32,40.17",4.0,0.0
"116.60,40.15",0.0,0.0
"117.14,40.14",4.0,0.0
"115.98,39.63",2.0,0.0
"117.06,40.26",1.0,0.0
"115.99,40.44",2.0,0.0
"116.64,40.15",1.0,0.0
"116.32,39.52",1.0,0.0
"116.22,39.86",1.0,0.0
"116.61,39.65",2.0,0.0
"116.82,39.81",1.0,0.0
"116.03,40.34",0.0,0.0
"116.59,39.98",2.0,0.0
"116.75,39.93",0.0,0.0
"116.58,39.64",4.0,0.0
"116.13,40.11",2.0,0.0
"116.66,40.37",0.0,0.0
"116.41,39.54",0.0,0.0
"116.11,39.70",1.0,0.0
"116.65,39.65",3.0,0.0
"116.74,40.37",2.0,0.0
"116.38,39.78",0.0,0.0
"116.36,39.67",2.0,0.0
"115.95,39.80",3.0,0.0
"116.82,40.33",6.0,0.0
"116.06,39.64",3.0,0.0
"116.26,39.83",3.0,0.0
"116.70,39.73",2.0,0.0
"115.98,39.72",7.0,0.0
"116.62,40.07",2.0,0.0
"116.12,39.93",0.0,0.0
"116.67,39.97",5.0,0.0
"116.85,40.06",0.0,0.0
"116.90,40.16",3.0,0.0
"116.15,39.77",0.0,0.0
"116.06,39.93",3.0,0.0
"116.67,39.92",0.0,0.0
"116.13,39.68",1.0,0.0
"116.19,39.69",0.0,0.0
"116.13,40.01",2.0,0.0
"116.08,40.28",3.0,0.0
"116.70,39.69",7.0,0.0
"116.46,40.18",0.0,0.0
"116.22,40.27",2.0,0.0
"116.38,40.13",0.0,0.0
"116.57,39.75",0.0,0.0
"116.51,40.22",2.0,0.0
"116.51,39.88",0.0,0.0
"116.44,40.45",0.0,0.0
"116.33,39.51",3.0,0.0
"116.29,39.52",0.0,0.0
"116.60,40.20",1.0,0.0
"116.46,40.68",1.0,0.0
"117.19,40.13",3.0,0.0
"116.62,40.08",0.0,0.0
"116.75,40.29",1.0,0.0
"116.03,40.20",3.0,0.0
"116.65,40.08",1.0,0.0
"116.61,40.03",7.0,0.0
"116.23,39.69",0.0,0.0
"117.12,40.15",13.0,0.0
"116.86,39.81",1.0,0.0
"116.87,40.39",2.0,0.0
"116.29,40.20",0.0,0.0
"116.13,39.86",1.0,0.0
"116.35,39.55",0.0,0.0
"116.59,39.74",1.0,0.0
"115.82,39.53",0.0,0.0
"116.19,39.63",0.0,0.0
"116.47,40.18",2.0,0.0
"116.49,40.20",0.0,0.0
"116.20,39.71",1.0,0.0
"116.34,39.70",1.0,0.0
"116.49,39.75",5.0,0.0
"116.52,39.83",1.0,0.0
"116.03,39.74",0.0,0.0
"116.65,40.40",1.0,0.0
"116.72,40.06",1.0,0.0
"116.70,40.17",2.0,0.0
"116.43,39.57",0.0,0.0
"116.59,40.20",3.0,0.0
"115.84,39.59",0.0,0.0
"116.26,40.21",0.0,0.0
"116.49,40.17",2.0,0.0
"116.02,40.14",2.0,0.0
"116.28,39.76",0.0,0.0
"116.68,39.98",2.0,0.0
"116.57,40.11",0.0,0.0
"116.58,40.11",2.0,0.0
"116.46,40.24",0.0,0.0
"116.52,40.15",3.0,0.0
"116.53,40.11",1.0,0.0
"116.75,39.90",2.0,0.0
"116.22,40.25",2.0,0.0
"116.71,40.08",2.0,0.0
"116.32,39.48",0.0,0.0
"116.09,40.18",0.0,0.0
"116.35,39.62",0.0,0.0
"116.04,39.71",0.0,0.0
"116.35,40.25",0.0,0.0
"116.76,39.72",1.0,0.0
"116.45,40.06",0.0,0.0
"116.52,39.97",0.0,0.0
"116.04,40.32",0.0,0.0
"116.70,40.08",4.0,0.0
"115.69,39.63",0.0,0.0
"116.23,39.66",0.0,0.0
"116.23,40.28",0.0,0.0
"115.96,40.44",1.0,0.0
"115.81,39.56",0.0,0.0
"116.19,39.73",0.0,0.0
"116.64,39.80",0.0,0.0
"116.21,40.28",1.0,0.0
"116.73,40.28",0.0,0.0
"116.89,40.46",0.0,0.0
"116.78,39.66",1.0,0.0
"115.83,39.61",0.0,0.0
"116.46,39.73",2.0,0.0
"116.29,40.12",0.0,0.0
"116.13,40.20",2.0,0.0
"117.25,40.63",0.0,0.0
"116.57,39.78",1.0,0.0
"116.65,40.05",1.0,0.0
"116.59,40.03",0.0,0.0
"116.35,39.73",0.0,0.0
"116.19,39.77",1.0,0.0
"117.05,40.15",1.0,0.0
"116.80,40.05",2.0,0.0
"116.69,40.09",4.0,0.0
"116.12,40.18",6.0,0.0
"116.78,39.61",0.0,0.0
"116.43,39.61",0.0,0.0
"116.65,40.38",1.0,0.0
"116.45,40.36",2.0,0.0
"115.96,40.46",7.0,0.0
"116.78,40.44",4.0,0.0
"116.36,40.16",0.0,0.0
"116.17,40.04",3.0,0.0
"116.20,39.88",0.0,0.0
"116.91,40.10",0.0,0.0
"116.03,39.72",1.0,0.0
"116.58,40.02",0.0,0.0
"116.30,40.20",0.0,0.0
"117.01,40.04",0.0,0.0
"116.83,39.80",2.0,0.0
"116.51,40.14",0.0,0.0
"116.69,39.99",4.0,0.0
"116.19,39.85",2.0,0.0
"116.52,40.07",0.0,0.0
"116.74,40.34",3.0,0.0
"116.72,39.93",0.0,0.0
"116.14,40.04",0.0,0.0
"116.31,39.56",0.0,0.0
"116.10,40.22",1.0,0.0
"116.65,40.06",1.0,0.0
"116.66,39.72",0.0,0.0
"116.45,40.14",1.0,0.0
"116.34,39.61",5.0,0.0
"116.25,39.57",0.0,0.0
"115.90,40.38",2.0,0.0
"116.67,40.08",1.0,0.0
"116.65,40.37",2.0,0.0
"116.65,39.74",1.0,0.0
"116.76,39.92",3.0,0.0
"116.59,40.02",0.0,0.0
"116.49,39.70",2.0,0.0
"116.67,40.06",0.0,0.0
"117.24,40.66",0.0,0.0
"116.16,39.82",1.0,0.0
"116.70,40.15",1.0,0.0
"116.51,39.68",3.0,0.0
"116.69,39.72",1.0,0.0
"116.21,39.83",0.0,0.0
"116.19,39.78",0.0,0.0
"116.71,40.02",0.0,0.0
"116.90,39.80",2.0,0.0
"116.45,39.78",1.0,0.0
"115.97,40.42",1.0,0.0
"116.22,39.81",0.0,0.0
"116.38,40.22",0.0,0.0
"116.56,39.64",1.0,0.0
"117.12,40.53",0.0,0.0
"116.21,39.74",1.0,0.0
"116.26,40.40",0.0,0.0
"116.18,40.09",0.0,0.0
"116.81,40.19",4.0,0.0
"116.45,40.20",1.0,0.0
"116.82,40.06",4.0,0.0
"115.94,39.68",2.0,0.0
"116.71,39.87",1.0,0.0
"116.91,40.20",1.0,0.0
"116.17,40.17",2.0,0.0
"116.49,39.85",0.0,0.0
"116.61,39.84",0.0,0.0
"116.44,39.64",1.0,0.0
"116.72,39.67",2.0,0.0
"117.10,40.09",3.0,0.0
"116.78,40.24",5.0,0.0
"116.22,40.19",1.0,0.0
"116.70,39.95",0.0,0.0
"115.60,39.64",2.0,0.0
"116.07,39.81",5.0,0.0
"116.72,40.21",3.0,0.0
"116.83,39.86",0.0,0.0
"116.84,40.23",3.0,0.0
"116.68,40.76",1.0,0.0
"116.58,39.68",4.0,0.0
"116.47,39.61",0.0,0.0
"116.38,39.79",0.0,0.0
"116.45,40.23",1.0,0.0
"116.11,40.57",0.0,0.0
"115.98,40.43",5.0,0.0
"116.23,39.64",1.0,0.0
"116.57,40.05",0.0,0.0
"116.82,40.36",3.0,0.0
"116.21,40.04",2.0,0.0
"116.44,40.17",1.0,0.0
"116.68,40.12",4.0,0.0
"116.69,40.37",2.0,0.0
"117.02,40.48",2.0,0.0
"116.08,39.65",1.0,0.0
"116.33,39.61",0.0,0.0
"115.97,39.70",3.0,0.0
"116.74,40.05",0.0,0.0
"116.33,40.22",1.0,0.0
"117.13,40.16",8.0,0.0
"116.78,40.14",1.0,0.0
"116.13,39.96",3.0,0.0
"116.30,40.13",0.0,0.0
"116.59,39.87",1.0,0.0
"116.58,39.73",0.0,0.0
"116.42,39.66",3.0,0.0
"117.01,40.08",1.0,0.0
"117.15,40.13",0.0,0.0
"116.61,39.85",2.0,0.0
"116.67,39.82",0.0,0.0
"116.76,39.68",0.0,0.0
"116.39,40.16",0.0,0.0
"116.51,40.95",1.0,0.0
"116.36,40.37",2.0,0.0
"116.65,40.36",2.0,0.0
"116.17,40.14",1.0,0.0
"116.03,40.32",2.0,0.0
"116.55,40.28",1.0,0.0
"116.11,40.22",2.0,0.0
"116.07,39.67",1.0,0.0
"116.10,39.70",0.0,0.0
"116.67,40.03",3.0,0.0
"116.79,39.77",4.0,0.0
"116.41,39.83",2.0,0.0
"116.12,40.01",2.0,0.0
"116.03,40.15",0.0,0.0
"116.09,40.27",3.0,0.0
"116.80,39.86",1.0,0.0
"116.66,40.14",1.0,0.0
"116.33,39.68",0.0,0.0
"116.21,39.96",0.0,0.0
"116.08,40.49",0.0,0.0
"116.46,39.60",3.0,0.0
"116.51,39.63",2.0,0.0
"116.79,40.34",1.0,0.0
"116.86,40.07",2.0,0.0
"116.77,39.80",0.0,0.0
"116.59,39.99",0.0,0.0
"116.59,40.26",0.0,0.0
"116.45,39.75",2.0,0.0
"116.12,39.70",3.0,0.0
"116.24,39.59",4.0,0.0
"116.23,40.03",2.0,0.0
"116.25,39.75",0.0,0.0
"116.41,39.64",1.0,0.0
"116.48,39.70",1.0,0.0
"116.73,39.89",0.0,0.0
"116.52,39.67",2.0,0.0
"116.29,40.17",0.0,0.0
"116.63,40.27",1.0,0.0
"116.28,40.19",1.0,0.0
"116.23,39.65",0.0,0.0
"116.87,40.19",0.0,0.0
"116.77,39.82",5.0,0.0
"116.23,39.67",0.0,0.0
"116.72,39.89",0.0,0.0
"116.88,39.81",1.0,0.0
"116.46,39.57",2.0,0.0
"116.68,40.33",1.0,0.0
"116.63,39.75",1.0,0.0
"116.68,39.75",0.0,0.0
"117.16,40.45",0.0,0.0
"115.94,39.74",1.0,0.0
"116.61,40.19",4.0,0.0
"116.66,39.80",0.0,0.0
"116.66,39.74",2.0,0.0
"116.67,39.83",0.0,0.0
"116.64,40.01",3.0,0.0
"116.51,40.19",2.0,0.0
"116.06,40.17",4.0,0.0
"116.14,39.86",1.0,0.0
"116.53,40.15",1.0,0.0
"116.71,39.91",1.0,0.0
"116.64,40.04",1.0,0.0
"116.81,39.86",2.0,0.0
"116.47,39.70",0.0,0.0
"115.94,39.67",1.0,0.0
"116.30,39.61",1.0,0.0
"117.13,40.15",10.0,0.0
"116.11,39.77",1.0,0.0
"116.53,39.60",0.0,0.0
"116.63,40.38",0.0,0.0
"116.76,40.20",1.0,0.0
"116.74,39.88",0.0,0.0
"116.09,39.88",2.0,0.0
"116.49,39.72",1.0,0.0
"116.78,39.81",0.0,0.0
"116.48,40.17",1.0,0.0
"116.13,40.13",3.0,0.0
"115.97,40.43",0.0,0.0
"116.68,40.30",3.0,0.0
"116.75,40.07",1.0,0.0
"116.13,39.80",0.0,0.0
"116.67,40.40",0.0,0.0
"116.40,39.50",0.0,0.0
"116.12,39.61",1.0,0.0
"116.23,40.13",0.0,0.0
"116.17,39.95",1.0,0.0
"116.39,39.64",0.0,0.0
"116.00,40.42",1.0,0.0
"116.36,39.71",1.0,0.0
"116.87,40.47",1.0,0.0
"116.39,40.07",1.0,0.0
"116.64,40.74",3.0,0.0
"116.42,40.17",0.0,0.0
"116.10,40.48",2.0,0.0
"116.35,39.63",0.0,0.0
"116.07,40.41",2.0,0.0
"115.97,39.79",0.0,0.0
"116.80,40.03",5.0,0.0
"116.22,39.84",0.0,0.0
"116.44,40.11",0.0,0.0
"116.36,39.61",0.0,0.0
"116.58,40.26",0.0,0.0
"116.98,40.18",2.0,0.0
"116.78,39.72",0.0,0.0
"116.83,40.42",5.0,0.0
"116.44,39.65",0.0,0.0
"116.17,39.98",0.0,0.0
"116.70,39.65",0.0,0.0
"116.12,40.26",0.0,0.0
"116.39,40.24",0.0,0.0
"116.45,40.16",0.0,0.0
"116.69,40.33",5.0,0.0
"116.16,39.88",2.0,0.0
"116.06,39.61",0.0,0.0
"116.96,40.09",1.0,0.0
"116.73,40.25",1.0,0.0
"116.29,40.18",0.0,0.0
"116.49,39.64",4.0,0.0
"116.64,40.24",1.0,0.0
"117.14,40.17",3.0,0.0
"116.68,40.04",1.0,0.0
"115.98,39.77",1.0,0.0
"116.09,40.11",0.0,0.0
"116.25,40.10",0.0,0.0
"116.31,40.16",1.0,0.0
"116.66,39.94",1.0,0.0
"116.65,40.35",3.0,0.0
"116.58,39.88",0.0,0.0
"116.07,40.55",3.0,0.0
"116.52,40.14",1.0,0.0
"116.65,40.01",2.0,0.0
"116.75,40.01",2.0,0.0
"116.76,39.88",3.0,0.0
"116.08,40.21",2.0,0.0
"116.65,40.15",9.0,0.0
"116.53,39.67",0.0,0.0
"116.57,39.68",3.0,0.0
"116.24,39.77",0.0,0.0
"116.52,39.68",2.0,0.0
"116.62,40.01",0.0,0.0
"116.83,40.35",6.0,0.0
"116.64,39.81",0.0,0.0
"116.23,39.78",0.0,0.0
"116.03,39.90",0.0,0.0
"116.92,40.15",2.0,0.0
"116.62,39.96",0.0,0.0
"116.76,40.07",2.0,0.0
"116.50,40.22",0.0,0.0
"116.22,40.00",1.0,0.0
"116.52,39.65",1.0,0.0
"116.09,40.17",0.0,0.0
"116.23,40.27",2.0,0.0
"116.09,39.99",2.0,0.0
"116.82,39.78",0.0,0.0
"116.22,40.16",0.0,0.0
"117.24,40.62",0.0,0.0
"116.40,39.75",3.0,0.0
"116.16,39.67",1.0,0.0
"116.57,39.67",0.0,0.0
"116.28,39.77",0.0,0.0
"116.25,40.42",1.0,0.0
"116.28,39.70",3.0,0.0
"116.80,39.77",2.0,0.0
"116.34,39.68",2.0,0.0
"116.17,39.87",0.0,0.0
"116.77,39.85",3.0,0.0
"116.64,39.77",0.0,0.0
"116.76,39.91",2.0,0.0
"115.75,39.55",0.0,0.0
"115.78,40.29",0.0,0.0
"116.43,39.77",0.0,0.0
"116.68,40.00",2.0,0.0
"116.80,40.36",4.0,0.0
"116.69,40.39",0.0,0.0
"116.10,40.23",4.0,0.0
"115.99,39.62",2.0,0.0
"116.35,40.23",2.0,0.0
"116.14,39.62",1.0,0.0
"117.07,40.14",2.0,0.0
"116.16,40.10",1.0,0.0
"116.53,40.00",1.0,0.0
"116.59,39.81",0.0,0.0
"116.16,40.13",0.0,0.0
"116.72,40.16",1.0,0.0
"116.79,39.71",1.0,0.0
"116.07,40.51",0.0,0.0
"116.54,40.23",1.0,0.0
"116.73,40.14",0.0,0.0
"116.31,40.17",0.0,0.0
"116.29,40.24",1.0,0.0
"116.77,39.89",0.0,0.0
"116.60,39.80",2.0,0.0
"116.65,40.39",0.0,0.0
"116.79,39.70",1.0,0.0
"117.14,40.34",5.0,0.0
"116.27,39.70",0.0,0.0
"116.58,40.01",0.0,0.0
"116.76,39.83",0.0,0.0
"116.45,40.13",1.0,0.0
"116.57,39.95",0.0,0.0
"115.92,39.72",3.0,0.0
"116.55,40.14",0.0,0.0
"116.38,39.71",5.0,0.0
"116.62,40.17",1.0,0.0
"115.99,40.47",6.0,0.0
"115.91,39.67",3.0,0.0
"117.14,40.41",1.0,0.0
"116.05,39.87",0.0,0.0
"116.73,39.85",4.0,0.0
"116.05,39.88",2.0,0.0
"116.29,39.54",0.0,0.0
"116.18,39.78",0.0,0.0
"116.02,39.89",1.0,0.0
"116.34,40.14",1.0,0.0
"116.21,40.26",2.0,0.0
"116.15,39.74",2.0,0.0
"116.21,39.82",0.0,0.0
"116.65,39.64",0.0,0.0
"116.17,40.13",1.0,0.0
"115.97,39.68",2.0,0.0
"115.91,39.95",3.0,0.0
"116.43,39.54",4.0,0.0
"116.16,40.15",2.0,0.0
"116.93,40.06",1.0,0.0
"116.25,39.79",0.0,0.0
"116.09,40.00",2.0,0.0
"116.74,39.69",0.0,0.0
"116.54,39.83",0.0,0.0
"116.14,39.88",1.0,0.0
"116.23,39.79",0.0,0.0
"115.96,39.98",2.0,0.0
"116.58,39.69",4.0,0.0
"116.25,40.55",1.0,0.0
"116.72,39.86",5.0,0.0
"115.89,40.08",0.0,0.0
"117.01,40.06",3.0,0.0
"116.69,40.36",5.0,0.0
"116.04,39.76",1.0,0.0
"116.53,40.25",6.0,0.0
"116.83,40.34",4.0,0.0
"116.58,39.75",5.0,0.0
"116.21,40.33",1.0,0.0
"116.69,40.15",1.0,0.0
"116.60,39.81",0.0,1.0
"117.08,40.39",0.0,0.0
"116.63,39.95",1.0,0.0
"116.30,39.63",4.0,0.0
"116.15,39.67",1.0,0.0
"116.61,40.28",3.0,0.0
"116.34,39.52",0.0,0.0
"116.34,40.16",0.0,0.0
"115.99,39.64",0.0,0.0
"116.10,40.18",0.0,0.0
"116.75,40.03",3.0,0.0
"116.64,39.83",3.0,0.0
"116.39,40.03",0.0,0.0
"116.80,39.74",3.0,0.0
"116.72,39.74",1.0,0.0
"115.91,39.82",0.0,0.0
"115.90,39.63",0.0,0.0
"116.30,39.74",1.0,0.0
"116.18,39.96",0.0,0.0
"116.06,40.28",0.0,0.0
"116.66,40.30",0.0,0.0
"116.82,39.83",2.0,0.0
"116.12,39.80",2.0,0.0
"115.82,40.48",0.0,0.0
"116.12,40.10",0.0,0.0
"116.04,39.65",0.0,0.0
"116.44,39.75",4.0,0.0
"116.33,39.59",0.0,0.0
"116.29,40.22",2.0,0.0
"116.44,39.73",0.0,0.0
"116.25,40.13",0.0,0.0
"116.84,39.79",1.0,0.0
"116.88,40.06",1.0,0.0
"116.55,40.38",3.0,0.0
"116.46,40.14",0.0,0.0
"116.67,39.70",1.0,0.0
"116.50,40.08",0.0,0.0
"116.42,40.18",1.0,0.0
"116.75,40.09",4.0,0.0
"116.41,39.74",1.0,0.0
"116.15,40.10",3.0,0.0
"116.75,39.89",0.0,0.0
"116.53,40.22",1.0,0.0
"116.30,40.22",0.0,0.0
"116.01,40.20",0.0,0.0
"116.44,39.78",1.0,0.0
"116.66,39.75",5.0,0.0
"116.14,39.68",5.0,0.0
"116.82,40.11",11.0,0.0
"116.26,39.69",4.0,0.0
"116.20,39.78",0.0,0.0
"116.57,40.17",1.0,0.0
"116.22,40.17",0.0,0.0
"116.14,40.06",0.0,0.0
"116.45,39.72",4.0,0.0
"116.05,39.72",2.0,0.0
"116.51,39.73",1.0,0.0
"116.42,39.59",1.0,0.0
"116.75,40.06",2.0,0.0
"116.17,40.09",1.0,0.0
"116.76,40.31",1.0,0.0
"116.04,40.31",0.0,0.0
"116.50,40.21",2.0,0.0
"115.85,39.69",3.0,0.0
"116.48,40.16",0.0,0.0
"116.10,39.97",0.0,0.0
"116.58,40.31",0.0,0.0
"116.84,40.48",0.0,0.0
"116.33,39.63",0.0,0.0
"116.84,40.47",4.0,0.0
"116.48,39.83",0.0,0.0
"116.02,40.48",2.0,0.0
"116.54,40.22",1.0,0.0
"116.51,40.13",0.0,0.0
"115.97,39.62",0.0,0.0
"116.56,40.04",0.0,0.0
"115.93,39.65",1.0,0.0
"116.12,39.97",1.0,0.0
"116.38,39.63",1.0,0.0
"116.43,39.68",1.0,0.0
"116.11,40.24",0.0,0.0
"116.89,40.41",4.0,0.0
"116.81,39.67",1.0,0.0
"116.66,39.97",0.0,0.0
"116.69,40.34",0.0,0.0
"116.03,39.88",1.0,0.0
"116.70,40.23",2.0,0.0
"116.13,39.93",3.0,0.0
"116.77,40.17",1.0,0.0
"116.68,39.85",0.0,0.0
"116.93,40.15",0.0,0.0
"116.57,39.94",0.0,0.0
"116.69,39.75",0.0,0.0
"115.89,39.82",0.0,0.0
"116.74,39.99",5.0,0.0
"116.32,40.18",5.0,0.0
"116.62,40.44",2.0,0.0
"116.65,39.85",7.0,0.0
"116.21,40.14",0.0,0.0
"116.21,40.18",2.0,0.0
"116.82,40.43",0.0,0.0
"116.24,39.69",2.0,0.0
"116.10,39.66",1.0,0.0
"116.37,39.57",1.0,0.0
"116.10,40.11",1.0,0.0
"116.06,39.74",3.0,0.0
"116.46,40.15",1.0,0.0
"116.24,40.09",0.0,0.0
"116.61,40.26",0.0,0.0
"116.44,40.06",1.0,0.0
"116.13,40.22",0.0,0.0
"116.38,39.52",0.0,0.0
"116.43,39.72",4.0,0.0
"116.53,40.06",0.0,0.0
"116.67,40.32",0.0,0.0
"116.55,40.18",0.0,0.0
"116.68,40.06",0.0,0.0
"116.79,40.29",3.0,0.0
"115.54,39.81",0.0,0.0
"116.07,39.61",1.0,0.0
"116.17,39.90",0.0,0.0
"116.72,39.83",2.0,0.0
"116.01,39.69",1.0,0.0
"116.08,40.27",0.0,0.0
"116.50,40.41",4.0,0.0
"116.24,40.13",0.0,0.0
"116.79,40.18",2.0,0.0
"116.07,39.78",3.0,0.0
"116.06,39.63",2.0,0.0
"116.13,39.78",0.0,0.0
"116.09,40.24",0.0,0.0
"115.90,40.39",1.0,0.0
"116.38,40.19",0.0,0.0
"116.11,40.20",1.0,0.0
"116.81,40.06",4.0,0.0
"116.42,39.51",0.0,0.0
"116.67,39.64",0.0,0.0
"116.40,39.68",1.0,0.0
"116.21,40.13",0.0,0.0
"116.91,40.09",1.0,0.0
"117.15,40.19",2.0,0.0
"116.43,40.14",5.0,0.0
"116.23,40.30",0.0,0.0
"116.62,39.71",2.0,0.0
"116.22,40.32",2.0,0.0
"116.79,40.33",0.0,0.0
"115.92,39.65",1.0,0.0
"115.98,39.65",4.0,0.0
"116.77,40.38",2.0,0.0
"116.35,40.18",0.0,0.0
"116.66,40.74",2.0,0.0
"116.83,40.18",1.0,0.0
"116.30,39.73",0.0,0.0
"116.60,40.27",1.0,0.0
"116.17,40.18",3.0,0.0
"116.47,40.19",1.0,0.0
"117.16,40.23",1.0,0.0
"116.59,39.64",2.0,0.0
"116.10,39.95",5.0,0.0
"116.46,40.21",0.0,0.0
"116.77,40.07",6.0,0.0
"116.49,40.14",1.0,0.0
"116.01,39.66",0.0,0.0
"116.48,40.11",0.0,0.0
"116.08,39.81",1.0,0.0
"116.59,40.36",2.0,0.0
"116.56,40.14",1.0,0.0
"116.46,39.71",3.0,0.0
"116.13,39.61",1.0,0.0
"116.85,40.40",1.0,0.0
"115.87,39.67",2.0,0.0
"116.56,40.22",1.0,0.0
"115.85,39.59",0.0,0.0
"116.85,39.71",1.0,0.0
"115.97,39.74",0.0,0.0
"116.42,39.56",5.0,0.0
"116.51,40.46",1.0,0.0
"116.67,40.34",4.0,0.0
"116.75,40.17",2.0,0.0
"116.22,40.15",0.0,0.0
"116.70,40.44",1.0,0.0
"116.38,40.23",0.0,0.0
"116.74,40.38",0.0,0.0
"116.52,40.23",0.0,0.0
"116.70,40.05",4.0,0.0
"116.59,39.71",0.0,0.0
"116.75,39.71",0.0,0.0
"117.15,40.12",1.0,0.0
"116.87,40.38",12.0,0.0
